,Output_upper,Output_lower,Input,RANK,TOTAL
988,PEETERS,peeters,"plucked, evading, echelon, thrills, echelon, revolve, swifter",60001,7
989,OVERATE,overate,"outlast, voicing, evicted, repress, ageless, tabling, exalted",60001,7
990,NEWEDGE,newedge,"naively, earthen, whither, evoking, deposed, godless, evading",60001,7
991,STECKER,stecker,"shrinks, trooper, estrada, cowboys, knuckle, equinox, reentry",60001,7
992,LAPOINT,lapoint,"loathed, ageless, panacea, october, invades, naively, truffle",60001,7
993,FRASURE,frasure,"fanfare, remnant, abscond, sharrow, unkempt, refuges, enclose",60001,7
995,PRINTUP,printup,"parades, regroup, impeded, naively, tequila, uniting, poisons",60001,7
996,LANDINI,landini,"leaping, aladdin, nonstop, deposed, impetus, newness, impasse",60001,7
997,SMATHER,smather,"starchy, maestro, aquifer, tempest, hangout, equator, retrain",60001,7
998,LONGCOR,longcor,"lagging, outlast, nitrate, grapple, copious, orchard, replete",60001,7
999,CESARIO,cesario,"capella, evoking, sunburn, airhead, regency, incense, outcast",60001,7
