RANK,PoS,WORD,TOTAL,SPOKEN,FICTION,MAGAZINE,NEWSPAPER,ACADEMIC
45173, N ,abolitionism,52,1,2,20,7,22
45177, J ,unconverted,44,1,4,11,4,24
45191, N ,centralism,50,1,0,5,5,39
45192, N ,immutability,43,1,4,11,2,25
45193, J ,high-tide,43,1,12,14,6,10
45194, N ,shouter,43,1,10,9,21,2
45203, J ,well-aimed,45,1,17,18,7,2
45205, N ,carcinogenicity,47,1,0,23,2,21
45209, J ,past-due,43,1,3,14,20,5
45218, N ,strider,198,1,163,22,10,2
45227, J ,polygonal,48,1,9,7,2,29
45234, V ,futz,47,1,20,22,3,1
45235, N ,quadruped,45,1,22,13,2,7
45236, N ,satiation,44,1,14,7,1,21
45241, V ,reword,51,1,4,5,5,36
45244, N ,foulness,49,1,38,2,2,6
45245, N ,tap-tap,60,1,24,6,4,25
45246, N ,recitative,56,1,8,4,11,32
45249, N ,grandniece,42,1,17,9,14,1
45250, J ,multi-day,47,1,0,25,17,4
45251, J ,light-green,50,1,17,21,8,3
45261, N ,dehydrogenase,49,1,2,7,2,37
45262, N ,gringa,62,1,37,5,4,15
45264, J ,carpathian,48,1,11,12,11,13
45272, J ,unpublicized,45,1,5,9,20,10
45276, J ,saturnian,52,1,6,34,3,8
45287, N ,transduction,52,1,0,11,0,40
45292, J ,dual-career,43,1,0,17,20,5
45293, J ,password-protected,50,1,3,25,11,10
45303, J ,nonchemical,60,1,0,34,2,23
45309, R ,confusedly,42,1,25,5,1,10
45312, N ,acceptor,52,1,1,13,0,37
45320, J ,unwrinkled,44,1,27,7,4,5
45335, J ,bituminous,46,1,13,10,4,18
45341, N ,wastefulness,52,1,11,21,6,13
45353, J ,big-bellied,45,1,32,9,2,1
45361, N ,drainer,47,1,28,9,4,5
45362, J ,extra-firm,57,1,1,52,3,0
45366, N ,inauthenticity,47,1,0,16,1,29
45375, N ,theodicy,61,1,0,12,1,47
45377, J ,wine-tasting,51,1,12,13,25,0
45381, J ,hortatory,46,1,1,12,5,27
45383, N ,energetics,51,1,0,17,1,32
45386, J ,uncreative,44,1,12,7,6,18
45389, N ,bareness,45,1,27,6,5,6
45406, R ,blazingly,45,1,14,18,11,1
45414, J ,dendritic,51,1,3,23,4,20
45419, J ,cytotoxic,49,1,0,10,0,38
45425, J ,trademarked,45,1,6,11,18,9
45434, N ,hydrodynamics,54,1,3,9,1,40
45436, J ,non-institutional,43,1,1,8,5,28
45438, J ,swaddled,43,1,29,3,5,5
45443, J ,white-dominated,42,1,0,8,17,16
45445, J ,arousing,46,1,9,14,3,19
45451, N ,polycarbonate,46,1,3,22,2,18
45456, N ,doxology,59,1,13,13,0,32
45465, N ,adenoidectomy,58,1,0,5,0,52
45470, J ,dust-free,49,1,12,21,6,9
45472, J ,fan-like,44,1,14,22,3,4
45474, R ,legendarily,45,1,5,22,12,5
45475, J ,frost-free,43,1,1,22,9,10
45476, J ,postcard-perfect,46,1,3,22,20,0
45478, N ,soya,55,1,16,16,6,16
45492, J ,low-water,50,1,8,11,18,12
45498, J ,free-born,52,1,22,4,4,21
45508, N ,fade-out,44,1,16,12,5,10
45510, J ,run-scoring,54,1,3,7,43,0
45511, N ,trawling,92,1,1,14,15,61
45521, R ,luxuriantly,41,1,14,17,5,4
45526, J ,wrongful-death,44,1,6,12,23,2
45532, J ,hard-eyed,46,1,27,12,5,1
45542, R ,evilly,43,1,30,6,1,5
45543, J ,pervading,44,1,12,8,3,20
45549, N ,poplin,55,1,22,14,13,5
45550, J ,fifty-foot,45,1,36,6,0,2
45555, J ,physician-patient,47,1,0,8,6,32
45563, J ,parastatal,50,1,0,0,0,49
45590, J ,stocked,45,1,8,13,18,5
45596, N ,rootlessness,44,1,5,10,9,19
45602, N ,repetitiveness,41,1,6,12,7,15
45610, J ,state-centered,57,1,1,1,0,54
45613, N ,arrowroot,52,1,5,29,2,15
45631, J ,deformable,51,1,0,21,5,24
45642, N ,raiment,43,1,24,9,4,5
45647, J ,front-door,44,1,15,15,12,1
45650, J ,nonviable,43,1,1,9,9,23
45651, N ,footpad,46,1,21,17,4,3
45655, J ,twenty-dollar,50,1,45,3,1,0
45668, J ,high-rent,42,1,8,12,19,2
45669, J ,bioluminescent,48,1,12,9,12,14
45670, N ,voluptuousness,42,1,19,9,4,9
45674, J ,hate-crime,47,1,0,19,26,1
45682, N ,hyperextension,45,1,1,16,2,25
45688, J ,gowned,47,1,35,6,3,2
45692, N ,tympani,55,1,4,0,2,48
45693, V ,debone,42,1,4,13,15,9
45701, J ,ruched,48,1,11,26,10,0
45710, N ,congruity,47,1,1,2,2,41
45717, J ,ankle-high,43,1,16,17,8,1
45721, J ,high-demand,46,1,2,11,13,19
45728, N ,superfluid,58,1,3,2,1,51
45729, N ,bursar,52,1,27,9,2,13
45731, J ,highest-ranked,46,1,0,10,29,6
45732, J ,self-sealing,50,1,4,35,8,2
45735, N ,binoc,47,1,27,16,3,0
45744, N ,gamekeeper,52,1,27,17,1,6
45756, J ,parlous,55,1,1,20,10,23
45758, J ,lemon-lime,44,1,5,20,18,0
45762, N ,endometrium,45,1,2,23,6,13
45771, N ,bryozoan,53,1,0,22,1,29
45774, J ,three-fingered,47,1,33,3,4,6
45777, J ,hubristic,41,1,3,14,5,18
45779, J ,palm-lined,44,1,20,6,15,2
45783, R ,passably,44,1,24,7,8,4
45793, N ,davit,51,1,13,31,0,6
45799, J ,mineralogical,43,1,1,23,4,14
45803, J ,postage-paid,43,1,0,7,5,30
45804, J ,eight-person,48,1,6,15,24,2
45806, J ,scapular,56,1,12,4,2,37
45811, J ,child-sized,45,1,19,14,6,5
45816, J ,heliocentric,47,1,5,17,0,24
45821, J ,microelectronic,45,1,0,11,5,28
45829, J ,chintzy,45,1,15,18,11,0
45838, J ,glaciated,40,1,7,24,2,6
45841, J ,colonnaded,43,1,10,11,6,15
45843, N ,basketmaker,53,1,5,32,6,9
45846, N ,melamine,67,1,5,37,24,0
45851, N ,dairying,62,1,2,8,2,49
45855, J ,full-text,46,1,1,10,3,31
45859, J ,higher-profile,44,1,0,16,23,4
45862, N ,potting,45,1,7,21,4,12
45865, N ,geniality,41,1,13,14,7,6
45867, N ,dispassion,41,1,18,9,5,8
45870, J ,piqued,43,1,17,8,9,8
45872, J ,open-wheel,46,1,0,12,33,0
45881, J ,bone-jarring,42,1,14,14,12,1
45905, N ,craftsperson,53,1,2,37,6,7
45906, N ,mandoline,77,1,1,32,42,1
45914, N ,tarpaper,43,1,31,5,6,0
45916, J ,tongue-and-groove,48,1,3,37,5,2
45917, J ,country-specific,52,1,0,5,3,43
45926, J ,commodified,55,1,2,2,0,50
45943, N ,shutterbug,53,1,7,24,15,6
45946, J ,cost-competitive,47,1,0,14,15,17
45968, N ,daybook,52,1,10,14,3,24
45969, N ,plugger,44,1,2,12,26,3
45977, N ,protractor,46,1,9,10,2,24
45980, V ,snick,53,1,48,3,1,0
45982, N ,cereus,57,1,3,12,5,36
45983, J ,fragrance-free,50,1,1,42,6,0
45984, J ,pop-rock,47,1,0,11,34,1
45985, N ,barony,44,1,24,12,3,4
45992, J ,broody,45,1,25,16,2,1
45993, J ,double-team,46,1,1,15,29,0
45994, N ,castigation,40,1,6,4,10,19
46001, V ,suppurate,41,1,27,6,2,5
46004, N ,nonrecognition,42,1,8,3,3,27
46009, R ,soulfully,42,1,18,9,12,2
46037, J ,steerable,44,1,7,19,1,16
46058, J ,soft-bodied,46,1,3,22,1,19
46069, J ,good-tasting,40,1,7,19,13,0
46081, R ,fancifully,39,1,8,9,11,10
46087, N ,renovator,51,1,1,20,24,5
46091, J ,gasping,47,1,36,3,6,1
46094, J ,self-reinforcing,51,1,0,9,3,38
46102, R ,irremediably,42,1,9,5,3,24
46111, N ,demystification,42,1,2,4,5,30
46123, J ,burbling,42,1,20,11,8,2
46130, N ,hemodialysis,106,1,2,4,4,95
46136, J ,indexed,44,1,0,14,7,22
46139, N ,forebrain,42,1,5,18,3,15
46142, N ,dietetics,51,1,4,22,7,17
46146, J ,regularized,43,1,1,4,2,35
46149, J ,one-celled,39,1,10,18,5,5
46153, N ,blusher,46,1,28,17,0,0
46164, J ,pitch-perfect,56,1,2,29,19,5
46165, N ,conceptualist,49,1,0,18,15,15
46166, N ,cerebrum,45,1,19,7,1,17
46168, N ,belladonna,67,1,36,21,4,5
46171, N ,catalysis,49,1,4,13,0,31
46172, N ,e-zine,57,1,4,18,5,29
46183, J ,hard-copy,43,1,5,10,8,19
46200, N ,assonance,54,1,6,3,0,44
46205, N ,washer/dryer,46,1,5,32,7,1
46228, J ,pointy-toed,39,1,17,9,12,0
46231, J ,overenthusiastic,42,1,12,14,8,7
46237, N ,teardown,47,1,5,14,20,7
46239, N ,kapok,53,1,30,12,1,9
46244, R ,innovatively,41,1,0,11,8,21
46247, V ,tootle,39,1,22,8,7,1
46248, J ,deflating,42,1,10,16,9,6
46257, J ,pearlescent,46,1,15,26,4,0
46261, J ,gender-typed,62,1,0,0,1,60
46267, J ,feeble-minded,42,1,14,5,6,16
46268, J ,blowsy,44,1,22,16,5,0
46274, J ,tailless,46,1,23,16,0,6
46277, N ,externalization,44,1,2,0,1,40
46283, N ,gasohol,52,1,0,28,7,16
46284, J ,often-overlooked,40,1,1,19,8,11
46285, J ,disk-shaped,39,1,7,19,2,10
46291, N ,perspicacity,39,1,10,8,4,16
46308, N ,egocentrism,49,1,3,5,1,39
46333, J ,sunni-dominated,44,1,0,5,24,14
46357, J ,low-stress,41,1,1,17,9,13
46370, N ,joviality,41,1,29,2,7,2
46373, J ,cafeteria-style,43,1,3,16,21,2
46376, N ,nuthatch,40,1,10,21,6,2
46377, V ,overawe,42,1,16,15,1,9
46381, N ,evapotranspiration,84,1,1,3,0,79
46387, J ,uncoated,42,1,1,29,3,8
46388, J ,thin-lipped,43,1,33,5,1,3
46391, N ,snowdrop,70,1,39,23,4,3
46393, N ,dualist,45,1,1,10,2,31
46410, N ,playgoer,42,1,3,6,21,11
46416, N ,motorcycling,41,1,3,20,16,1
46418, R ,municipally,42,1,0,3,14,24
46427, J ,sex-typed,68,1,0,4,0,63
46429, J ,runty,39,1,24,7,4,3
46430, J ,out-of-the-ordinary,41,1,3,24,12,1
46433, J ,divining,41,1,17,6,5,12
46439, J ,bare-faced,40,1,15,11,9,4
46445, N ,counterforce,45,1,2,15,8,19
46447, J ,canary-yellow,40,1,19,18,2,0
46450, J ,computer-enhanced,38,1,3,17,8,9
46463, J ,altitudinal,59,1,1,4,0,53
46465, J ,vegetable-based,46,1,0,36,7,2
46472, N ,tamarin,53,1,5,26,6,15
46475, J ,track-and-field,44,1,8,19,6,10
46485, R ,synonymously,40,1,1,9,0,29
46487, N ,pasturage,41,1,14,9,2,15
46489, N ,underbody,42,1,5,18,13,5
46497, N ,encrustation,43,1,7,8,6,21
46500, J ,hypercompetitive,41,1,0,19,17,4
46502, N ,milanese,65,1,4,18,30,12
46507, N ,formlessness,40,1,13,5,0,21
46508, J ,hand-stitched,43,1,10,18,14,0
46511, J ,ruminative,51,1,6,13,12,19
46513, J ,stingiest,41,1,8,8,21,3
46522, N ,high-back,41,1,17,14,9,0
46528, N ,concha,122,1,33,15,18,55
46552, J ,federal-style,42,1,4,20,14,3
46554, V ,bestir,42,1,29,5,3,4
46565, J ,self-enforcing,57,1,0,3,1,52
46574, J ,deep-throated,40,1,29,5,4,1
46579, J ,vandalized,39,1,16,6,10,6
46599, N ,glissando,43,1,19,7,2,14
46609, J ,tax-advantaged,40,1,1,31,6,1
46615, J ,employment-related,48,1,0,5,8,34
46620, J ,estate-tax,50,1,0,39,10,0
46622, N ,dovecote,46,1,17,13,10,5
46627, J ,interruptible,45,1,1,4,6,33
46634, J ,grease-stained,39,1,22,9,6,1
46635, J ,late-arriving,42,1,7,10,20,4
46645, V ,masculinize,43,1,2,12,2,26
46646, J ,double-stranded,46,1,0,17,9,19
46648, N ,anticonvulsant,46,1,3,20,3,19
46651, N ,cloisonne,41,1,10,21,7,2
46654, J ,citrusy,55,1,7,27,20,0
46655, J ,state-issued,41,1,3,11,18,8
46659, J ,insinuating,40,1,30,5,3,1
46671, J ,summarized,42,1,0,0,0,41
46672, N ,procurator,43,1,15,9,1,17
46677, N ,teakwood,48,1,35,10,2,0
46679, R ,despondently,42,1,34,2,1,4
46682, N ,strongbox,45,1,32,6,3,3
46692, J ,chewed-up,40,1,24,9,4,2
46698, N ,cycad,46,1,14,28,1,2
46700, J ,middle-distance,41,1,4,14,21,1
46704, V ,antedate,41,1,5,3,0,32
46706, J ,value-neutral,40,1,1,9,3,26
46707, J ,open-sided,39,1,7,11,13,7
46709, J ,pre-independence,45,1,0,0,3,41
46710, N ,cigarillo,51,1,45,2,3,0
46717, N ,bioluminescence,61,1,13,9,9,29
46720, N ,hypermedia,155,1,0,8,2,144
46730, J ,khaki-colored,40,1,20,10,7,2
46735, R ,crushingly,40,1,13,13,8,5
46737, N ,deism,48,1,1,20,2,24
46745, J ,blubbery,38,1,21,6,7,3
46748, J ,minimized,39,1,1,15,4,18
46751, J ,gummed,42,1,16,15,4,6
46752, N ,meekness,49,1,20,6,6,16
46753, J ,sweet-natured,48,1,14,14,18,1
46763, J ,arcing,41,1,21,14,5,0
46764, N ,dumbness,41,1,19,5,4,12
46765, J ,off-speed,42,1,1,8,31,1
46774, N ,sidesaddle,42,1,25,9,5,2
46798, N ,astilbe,47,1,0,43,3,0
46803, J ,still-warm,44,1,22,13,6,2
46804, J ,revved-up,42,1,4,25,11,1
46805, J ,unclassifiable,41,1,9,9,6,16
46816, J ,pitying,47,1,37,6,1,2
46818, J ,blue-veined,42,1,35,5,1,0
46819, J ,wind-tunnel,40,1,1,25,7,6
46856, J ,bench-press,42,1,10,21,2,8
46858, N ,coloratura,46,1,9,8,15,13
46863, J ,dry-land,43,1,5,9,19,9
46867, N ,excrescence,40,1,19,4,2,14
46869, V ,putrefy,40,1,22,9,2,6
46871, R ,anomalously,41,1,7,8,1,24
46878, J ,sealable,54,1,0,43,8,2
46879, N ,netball,67,1,2,2,16,46
46894, J ,byronic,37,1,9,13,6,8
46898, N ,intersex,90,1,0,32,4,53
46900, J ,biliary,56,1,0,5,2,48
46906, N ,double-bogey,44,1,0,8,35,0
46908, J ,weed-free,41,1,1,33,5,1
46911, N ,fouling,46,1,3,19,1,22
46914, N ,wiggler,41,1,8,18,12,2
46917, J ,entomological,40,1,2,17,6,14
46927, J ,home-theater,49,1,2,38,8,0
46928, J ,pre-competition,70,1,0,0,1,68
46933, R ,anthropologically,38,1,3,8,2,24
46942, J ,ultra-low,38,1,1,22,5,9
46950, J ,multispectral,44,1,5,17,1,20
46953, J ,single-track,47,1,4,8,22,12
46955, J ,piratical,53,1,19,9,4,20
46973, N ,pastis,103,1,17,10,75,0
46975, N ,masculinization,43,1,1,8,1,32
46992, J ,bubble-gum,41,1,17,11,12,0
47005, J ,pissing,40,1,30,6,2,1
47012, M ,mid-2000,44,1,0,12,15,16
47014, J ,third-leading,40,1,0,5,32,2
47016, N ,adze,39,1,8,9,2,19
47018, J ,vestal,40,1,12,5,4,18
47033, J ,disclosed,41,1,1,2,27,10
47035, J ,nutrient-poor,44,1,1,20,2,20
47036, J ,swishing,42,1,34,2,5,0
47043, N ,damselfly,38,1,9,18,5,5
47046, N ,riflery,45,1,4,2,35,3
47059, V ,uncouple,39,1,7,11,4,16
47066, N ,igniter,45,1,13,25,1,5
47067, J ,smeary,41,1,33,5,1,1
47078, N ,earwax,49,1,18,21,3,6
47081, J ,rowan,45,1,30,1,12,1
47085, N ,pianissimo,41,1,8,10,9,13
47087, N ,crudites,39,1,8,11,18,1
47115, J ,red-rock,41,1,1,29,7,3
47121, N ,fricassee,38,1,10,8,19,0
47132, N ,subfamily,41,1,0,10,0,30
47136, J ,vine-ripened,41,1,3,24,12,1
47139, R ,leniently,40,1,1,9,7,22
47140, J ,sweetish,41,1,30,5,5,0
47141, J ,cd-quality,38,1,0,28,8,1
47146, N ,guilder,53,1,13,11,13,15
47157, N ,murrelet,99,1,0,79,15,4
47160, J ,now-retired,41,1,1,7,26,6
47161, R ,buoyantly,37,1,13,11,8,4
47162, J ,unshaded,40,1,20,5,4,10
47163, J ,six-foot-high,38,1,7,18,7,5
47174, J ,free-agency,40,1,0,8,31,0
47177, J ,unsayable,39,1,11,6,1,20
47178, J ,docked,39,1,17,9,10,2
47185, J ,nitrogen-rich,39,1,0,20,3,15
47196, J ,five-digit,39,1,5,13,13,7
47200, N ,by-election,49,1,1,2,18,27
47201, J ,pre-testing,44,1,0,0,5,38
47207, J ,parchment-lined,70,1,0,49,20,0
47209, N ,afterworld,40,1,21,3,0,15
47210, R ,virtuously,40,1,17,4,2,16
47215, J ,pine-covered,40,1,10,14,10,5
47218, N ,tabu,68,1,31,7,2,27
47222, J ,protuberant,40,1,22,5,3,9
47225, J ,rejoicing,36,1,11,8,6,10
47238, J ,die-cast,41,1,0,20,10,10
47249, J ,moonlighting,39,1,5,10,16,7
47250, J ,boyish-looking,40,1,3,11,24,1
47251, J ,brachial,48,1,5,12,0,30
47266, J ,digested,40,1,5,7,0,27
47270, N ,vagus,48,1,1,22,1,23
47273, J ,binaural,57,1,2,7,0,47
47275, J ,single-point,44,1,3,7,1,32
47288, N ,mindlessness,36,1,13,6,6,10
47291, J ,four-piece,39,1,2,21,10,5
47295, N ,mainspring,36,1,9,9,5,12
47297, J ,stern-faced,37,1,17,4,14,1
47300, N ,mattock,40,1,16,13,5,5
47304, N ,polecat,49,1,26,14,5,3
47306, N ,papist,41,1,12,3,0,25
47309, J ,unsparing,35,1,6,9,12,7
47321, N ,chickweed,57,1,11,23,10,12
47324, J ,basking,49,1,2,9,4,33
47332, N ,ikon,73,1,10,37,4,21
47342, J ,pegged,40,1,7,17,4,11
47347, N ,ataxia,44,1,0,9,6,28
47352, V ,neaten,39,1,24,10,2,2
47353, J ,royal-blue,39,1,16,19,3,0
47362, J ,charmless,40,1,12,11,15,1
47363, J ,proustian,44,1,7,11,9,16
47368, J ,house-hunting,37,1,4,12,19,1
47371, N ,strikebreaker,64,1,1,5,13,44
47374, N ,propinquity,49,1,4,4,1,39
47379, N ,placidity,38,1,21,7,3,6
47382, N ,mottling,38,1,17,14,1,5
47385, J ,bartered,36,1,11,4,11,9
47392, J ,unexcavated,42,1,3,14,2,22
47393, J ,friend-of-the-court,43,1,0,5,28,9
47409, J ,gold-rush,39,1,3,22,10,3
47413, N ,petiole,47,1,1,24,1,20
47429, J ,gnomic,42,1,6,6,4,25
47453, N ,pointlessness,38,1,15,7,7,8
47458, J ,irreproachable,38,1,10,12,2,13
47466, N ,grandness,36,1,10,9,11,5
47468, N ,curlew,60,1,10,13,7,29
47474, N ,rounders,42,1,2,15,12,12
47492, J ,live-work,52,1,0,1,47,3
47497, N ,nonpareil,48,1,5,18,20,4
47514, N ,fixator,61,1,0,0,3,57
47526, J ,ninety-degree,42,1,33,3,0,5
47528, J ,warty,38,1,20,13,3,1
47529, J ,contemplated,35,1,5,7,5,17
47539, J ,stagy,38,1,15,11,9,2
47553, N ,gannet,74,1,6,21,34,12
47558, J ,pure-white,39,1,10,23,3,2
47566, N ,tyro,43,1,14,20,2,6
47572, J ,flower-print,37,1,24,6,6,0
47578, J ,basin-wide,57,1,0,0,3,53
47579, J ,sensation-seeking,48,1,0,9,1,37
47580, N ,ichthyosaur,77,1,3,59,0,14
47586, J ,pressure-sensitive,39,1,3,17,3,15
47587, J ,edge-to-edge,39,1,3,29,1,5
47593, J ,asian-style,46,1,0,19,24,2
47596, J ,strawberry-blond,42,1,30,6,5,0
47599, V ,tink,43,1,35,2,2,3
47607, J ,red-and-yellow,35,1,16,12,5,1
47608, J ,fingerless,44,1,18,13,6,6
47609, J ,much-praised,36,1,3,15,14,3
47611, R ,topographically,35,1,1,8,5,20
47613, R ,gratifyingly,36,1,17,10,1,7
47622, J ,monographic,38,1,0,4,2,31
47645, N ,teabag,38,1,23,8,3,3
47646, J ,stiff-necked,38,1,15,10,5,7
47649, J ,slow-cooked,55,1,3,27,24,0
47650, J ,hand-blown,38,1,9,10,17,1
47654, J ,gold-leafed,37,1,13,17,5,1
47655, N ,biophysicist,41,1,4,17,13,6
47666, V ,debark,38,1,10,15,8,4
47681, J ,reincarnated,37,1,12,5,9,10
47685, J ,large-diameter,42,1,0,19,2,20
47689, N ,taproom,47,1,38,3,4,1
47691, J ,well-articulated,39,1,1,6,4,27
47693, N ,water-skiing,37,1,5,14,16,1
47699, J ,low-powered,38,1,3,20,8,6
47704, J ,unappetizing,37,1,15,7,10,4
47708, R ,docilely,37,1,22,5,5,4
47711, N ,matter-of-factness,36,1,16,10,5,4
47715, J ,open-book,41,1,1,17,5,17
47720, J ,rustproof,38,1,1,29,4,3
47721, R ,manically,37,1,23,9,3,1
47724, J ,swishy,38,1,17,15,5,0
47735, N ,linesman,42,1,1,10,29,1
47752, N ,dorsum,40,1,4,1,0,34
47758, N ,serviceability,44,1,0,12,2,29
47782, N ,self-disgust,41,1,24,7,2,7
47788, J ,full-course,36,1,5,8,17,5
47791, V ,eventuate,38,1,4,4,0,29
47802, N ,underperformance,39,1,0,15,14,9
47803, M ,eight-by-ten,40,1,30,9,0,0
47816, N ,revolutionist,38,1,5,10,4,18
47823, N ,expressivity,40,1,2,5,5,27
47826, J ,audio-video,62,1,4,52,2,3
47831, J ,inexpressive,43,1,15,9,2,16
47835, J ,radio-collared,45,1,1,29,5,9
47836, N ,cichlid,72,1,1,14,9,47
47855, J ,tyrolean,38,1,11,16,7,3
47859, J ,lemon-yellow,41,1,20,16,3,1
47866, J ,awe-struck,38,1,12,10,10,5
47870, J ,ruddy-faced,39,1,21,12,5,0
47872, J ,whiplike,41,1,19,15,4,2
47875, J ,biogeographical,53,1,0,6,0,46
47878, N ,fireplug,37,1,16,8,11,1
47894, J ,insider-trading,42,1,2,7,32,0
47895, N ,gunbelt,40,1,34,2,2,1
47901, N ,videocam,40,1,26,10,3,0
47915, N ,partyer,55,1,4,12,38,0
47918, N ,backfill,38,1,0,12,5,20
47920, J ,university-wide,38,1,0,1,4,32
47921, J ,slovakian,38,1,1,18,16,2
47924, N ,musketry,45,1,11,29,3,1
47925, J ,unshaved,37,1,29,4,2,1
47932, J ,pre-registration,63,1,1,11,25,25
47937, J ,caved-in,38,1,24,8,4,1
47947, J ,orange-colored,41,1,12,17,11,0
47956, J ,water-soaked,36,1,11,12,6,6
47962, J ,modest-sized,37,1,7,12,8,9
47970, M ,mid-1999,37,1,0,16,11,9
47980, J ,now-closed,45,1,1,8,32,3
47984, J ,no-look,39,1,0,17,21,0
47996, J ,defensive-minded,41,1,0,5,34,1
48003, J ,practising,40,1,5,15,0,19
48007, J ,exportable,36,1,1,14,8,12
48011, J ,snagged,36,1,8,20,6,1
48012, N ,cannonade,45,1,17,20,5,2
48013, N ,technics,56,1,4,23,9,19
48019, J ,career-threatening,38,1,1,3,31,2
48035, N ,savoir-faire,38,1,8,14,9,6
48038, J ,pilfered,37,1,13,12,9,2
48043, N ,gastrocnemius,44,1,0,14,0,29
48045, J ,often-cited,38,1,0,10,1,26
48066, J ,scythian,38,1,10,11,1,15
48072, N ,pointillism,36,1,7,21,5,2
48077, J ,rock-steady,36,1,13,16,5,1
48082, J ,art-deco,43,1,8,15,18,1
48086, J ,wadded-up,40,1,28,8,3,0
48092, N ,emissivity,40,1,0,14,1,24
48093, M ,mid-2006,42,1,0,16,15,10
48094, J ,non-pregnant,46,1,3,11,3,28
48095, N ,doge,111,1,37,29,17,27
48099, J ,brown-and-white,43,1,25,11,6,0
48101, N ,ethane,41,1,10,16,4,10
48105, N ,bowline,57,1,13,37,4,2
48108, N ,depoliticization,42,1,0,3,1,37
48111, J ,black-robed,37,1,13,9,11,3
48115, N ,endlessness,38,1,17,4,1,15
48131, J ,pest-resistant,37,1,0,17,14,5
48134, J ,fuel-injected,42,1,2,31,8,0
48144, R ,overmuch,38,1,29,3,2,3
48148, J ,non-structural,38,1,1,4,7,25
48153, J ,carbon-rich,39,1,1,27,3,7
48155, J ,dissected,39,1,12,11,1,14
48156, J ,non-inflationary,37,1,0,13,11,12
48159, N ,bellyful,39,1,23,12,1,2
48166, N ,peacoat,41,1,18,18,2,2
48171, N ,cumbia,74,1,5,0,13,55
48173, J ,video-based,67,1,0,12,1,53
48176, J ,group-oriented,42,1,1,8,5,27
48182, J ,half-awake,35,1,27,5,2,0
48184, J ,late-evening,36,1,11,8,12,4
48185, J ,two-color,37,1,8,17,5,6
48188, N ,stegosaurus,52,1,25,11,11,4
48192, N ,rubidium,40,1,0,13,7,19
48196, N ,unitard,49,1,18,20,6,4
48212, M ,three-on-three,38,1,1,9,22,5
48213, N ,circumvention,40,1,2,4,10,23
48216, J ,quantized,42,1,1,1,0,39
48219, N ,cenotaph,42,1,14,6,6,15
48223, N ,dowser,43,1,19,4,13,6
48233, J ,half-century-old,35,1,4,12,12,6
48237, J ,unpracticed,39,1,19,9,4,6
48238, J ,constrictive,35,1,7,10,1,16
48244, R ,esthetically,36,1,2,12,13,8
48246, J ,shadowless,36,1,25,5,1,4
48248, M ,one-sixteenth,36,1,4,12,11,8
48252, N ,captaincy,38,1,10,10,12,5
48253, N ,synergism,36,1,3,8,3,21
48259, J ,snowless,36,1,11,15,8,1
48262, J ,longest-lived,36,1,2,20,2,11
48263, J ,water-purification,39,1,0,14,15,9
48270, J ,four-seat,38,1,1,15,20,1
48290, N ,three-hitter,45,1,1,1,42,0
48296, V ,braze,43,1,1,27,3,11
48299, N ,holodeck,87,1,65,15,1,5
48302, N ,exhibiting,35,1,0,13,8,13
48305, J ,ebonized,44,1,1,37,5,0
48312, N ,fumigant,37,1,2,15,1,18
48321, N ,mansard,46,1,25,10,8,2
48322, J ,bug-free,41,1,4,27,8,1
48326, J ,plundered,38,1,7,14,5,11
48339, J ,trailer-park,34,1,7,19,6,1
48340, J ,fifteen-foot,36,1,24,9,0,2
48354, J ,talismanic,37,1,5,13,3,15
48364, J ,unremembered,37,1,21,7,1,7
48368, N ,precognition,45,1,9,8,1,26
48377, J ,non-conforming,38,1,1,1,17,18
48381, N ,holograph,37,1,25,5,1,5
48390, J ,opening-round,38,1,1,6,30,0
48391, J ,unchosen,36,1,6,6,2,21
48394, N ,monolayer,45,1,0,4,0,40
48400, J ,wraithlike,39,1,23,11,1,3
48410, N ,hoarfrost,43,1,28,7,2,5
48424, J ,uninfluenced,34,1,2,7,3,21
48427, J ,ice-filled,36,1,7,20,8,0
48451, N ,vivisection,35,1,13,7,3,11
48454, J ,buffered,45,1,2,11,1,30
48458, V ,unbolt,40,1,25,8,6,0
48465, N ,forwarder,37,1,2,7,14,13
48471, V ,dissimulate,35,1,8,0,1,25
48473, R ,insolently,36,1,25,7,1,2
48478, J ,fan-friendly,36,1,1,5,29,0
48484, J ,sad-looking,38,1,34,3,0,0
48486, J ,best-actress,46,1,0,6,39,0
48490, R ,insignificantly,36,1,2,6,1,26
48494, J ,ocean-view,38,1,1,16,19,1
48503, J ,driverless,39,1,16,15,7,0
48506, J ,more-powerful,37,1,0,19,14,3
48508, J ,single-lens,42,1,2,26,5,8
48509, J ,community-supported,39,1,1,17,14,6
48524, J ,silent-film,36,1,1,16,15,3
48526, R ,incalculably,35,1,7,12,5,10
48535, J ,confederated,35,1,2,4,6,22
48546, N ,mountebank,37,1,22,5,4,5
48572, N ,gastropod,41,1,3,4,4,29
48578, N ,vengefulness,32,1,7,6,5,13
48580, J ,derisory,34,1,10,12,3,8
48582, J ,job-approval,45,1,1,10,31,2
48598, J ,power-hitting,37,1,0,5,31,0
48600, J ,state-directed,36,1,0,4,3,28
48601, J ,sweat-drenched,36,1,22,4,7,2
48602, N ,superabundance,38,1,3,13,2,19
48612, J ,stilled,33,1,20,8,1,3
